name,risk_pct,rr,atr_sl,time_exit,cooldown,allowed_hours,blocked_days,return_pct,net_profit,total_trades,win_rate,profit_factor,max_drawdown_pct,avg_r_multiple,max_consecutive_losses
R3_RR2.5_SL2.0_TE0_CD2_BH89_BD24,3,2.5,2.0,0,2,"[10, 11, 12, 13]","[2, 4]",1029.6,102959.94,224,41.07,1.82,19.53,0.4286,9
R3_RR2.0_SL2.0_TE360_CD0_BH9_BD24,3,2.0,2.0,360,0,"[8, 10, 11, 12, 13]","[2, 4]",1025.46,102545.71,293,45.05,1.7,18.83,0.3267,11
R5_RR2.0_SL1.5_TE120_CD4_BH913_BD24,5,2.0,1.5,120,4,"[8, 10, 11, 12]","[2, 4]",1024.14,102413.66,224,49.11,1.79,17.14,0.2704,10
R5_RR2.0_SL2.5_TE120_CD0_BH89_BD2,5,2.0,2.5,120,0,"[10, 11, 12, 13]",[2],1020.83,102082.7,321,51.09,1.41,22.63,0.1993,9
R3_RR2.5_SL2.5_TE210_CD4_BH9_BDnone,3,2.5,2.5,210,4,"[8, 10, 11, 12, 13]",[],1017.63,101762.87,433,42.49,1.54,20.14,0.2447,15
R5_RR2.0_SL1.5_TE0_CD2_BHnone_BD2,5,2.0,1.5,0,2,all,[2],1007.56,100755.53,458,38.86,1.42,22.3,0.1686,16
R3_RR2.5_SL1.5_TE120_CD0_BH89_BDnone,3,2.5,1.5,120,0,"[10, 11, 12, 13]",[],1003.79,100379.44,380,43.95,1.46,22.8,0.2519,12
R3_RR2.5_SL1.5_TE210_CD2_BH89_BD24,3,2.5,1.5,210,2,"[10, 11, 12, 13]","[2, 4]",992.15,99215.16,221,42.53,1.78,21.56,0.416,10
R3_RR2.5_SL2.0_TE0_CD0_BH89_BD24,3,2.5,2.0,0,0,"[10, 11, 12, 13]","[2, 4]",987.84,98784.3,229,40.61,1.81,19.71,0.4146,9
R7_RR2.0_SL2.5_TE120_CD0_BH89_BDnone,7,2.0,2.5,120,0,"[10, 11, 12, 13]",[],971.32,97132.05,380,49.47,1.25,36.77,0.1466,12
R5_RR2.0_SL1.5_TE0_CD0_BHnone_BDnone,5,2.0,1.5,0,0,all,[],970.36,97036.47,573,38.05,1.25,42.15,0.1387,19
R5_RR3.0_SL2.5_TE0_CD2_BH9_BD24,5,3.0,2.5,0,2,"[8, 10, 11, 12, 13]","[2, 4]",958.38,95837.77,281,32.38,1.41,38.08,0.2934,11
R3_RR2.5_SL1.5_TE120_CD4_BH89_BD2,3,2.5,1.5,120,4,"[10, 11, 12, 13]",[2],947.69,94769.03,305,45.57,1.62,15.21,0.3003,9
R5_RR3.5_SL2.5_TE120_CD4_BH9_BD24,5,3.5,2.5,120,4,"[8, 10, 11, 12, 13]","[2, 4]",928.25,92824.91,277,50.18,1.49,27.26,0.2277,9
R3_RR2.0_SL2.5_TE210_CD0_BH9_BDnone,3,2.0,2.5,210,0,"[8, 10, 11, 12, 13]",[],919.63,91962.63,470,44.47,1.44,23.89,0.2136,17
R7_RR3.0_SL2.5_TE360_CD4_BH913_BD24,7,3.0,2.5,360,4,"[8, 10, 11, 12]","[2, 4]",917.96,91795.71,215,35.81,1.41,38.61,0.3006,12
R3_RR2.0_SL1.5_TE0_CD2_BH9_BD24,3,2.0,1.5,0,2,"[8, 10, 11, 12, 13]","[2, 4]",911.73,91172.5,286,44.41,1.69,22.45,0.3145,12
R3_RR2.0_SL1.5_TE0_CD4_BH9_BD24,3,2.0,1.5,0,4,"[8, 10, 11, 12, 13]","[2, 4]",910.92,91092.36,281,44.48,1.72,22.45,0.3194,12
R3_RR2.0_SL2.5_TE360_CD2_BH89_BDnone,3,2.0,2.5,360,2,"[10, 11, 12, 13]",[],909.94,90994.25,364,42.58,1.39,22.29,0.2635,11
R3_RR3.5_SL1.5_TE120_CD2_BH89_BD24,3,3.5,1.5,120,2,"[10, 11, 12, 13]","[2, 4]",906.89,90689.18,223,47.53,1.8,21.62,0.4038,10
R7_RR3.5_SL2.5_TE120_CD0_BH89_BD24,7,3.5,2.5,120,0,"[10, 11, 12, 13]","[2, 4]",903.17,90317.4,229,53.28,1.39,37.89,0.2008,10
R7_RR2.0_SL2.5_TE0_CD2_BHnone_BD24,7,2.0,2.5,0,2,all,"[2, 4]",902.86,90286.29,334,40.72,1.41,32.76,0.2062,11
R3_RR2.0_SL1.5_TE210_CD0_BH9_BD2,3,2.0,1.5,210,0,"[8, 10, 11, 12, 13]",[2],885.22,88522.36,396,41.92,1.52,23.61,0.2382,15
R3_RR2.0_SL2.0_TE360_CD0_BH913_BD2,3,2.0,2.0,360,0,"[8, 10, 11, 12]",[2],871.99,87198.68,313,43.77,1.73,13.22,0.2998,15
R3_RR2.0_SL2.5_TE210_CD2_BH9_BDnone,3,2.0,2.5,210,2,"[8, 10, 11, 12, 13]",[],865.83,86582.63,450,44.44,1.45,20.99,0.2158,15
R3_RR2.0_SL2.0_TE210_CD0_BHnone_BD2,3,2.0,2.0,210,0,all,[2],835.24,83524.35,481,41.58,1.39,24.74,0.2025,18
R3_RR2.5_SL2.0_TE210_CD2_BH913_BD24,3,2.5,2.0,210,2,"[8, 10, 11, 12]","[2, 4]",832.4,83240.43,228,44.3,1.99,11.61,0.3961,10
R3_RR2.0_SL1.5_TE210_CD0_BH89_BD2,3,2.0,1.5,210,0,"[10, 11, 12, 13]",[2],826.96,82695.74,321,42.99,1.49,17.78,0.2742,13
R3_RR2.5_SL1.5_TE360_CD2_BH913_BD24,3,2.5,1.5,360,2,"[8, 10, 11, 12]","[2, 4]",808.49,80848.97,228,40.79,1.93,12.2,0.3946,13
R3_RR2.0_SL2.5_TE0_CD0_BH89_BD2,3,2.0,2.5,0,0,"[10, 11, 12, 13]",[2],807.39,80738.71,321,42.68,1.47,24.32,0.2871,14
R5_RR2.0_SL2.5_TE120_CD0_BH9_BD24,5,2.0,2.5,120,0,"[8, 10, 11, 12, 13]","[2, 4]",806.86,80685.66,293,51.54,1.48,31.47,0.2049,10
R7_RR3.0_SL2.5_TE120_CD4_BH913_BDnone,7,3.0,2.5,120,4,"[8, 10, 11, 12]",[],805.46,80546.35,345,49.57,1.41,25.28,0.1707,12
R5_RR2.5_SL2.5_TE120_CD0_BH9_BD24,5,2.5,2.5,120,0,"[8, 10, 11, 12, 13]","[2, 4]",800.31,80030.7,293,50.17,1.43,31.51,0.2082,10
R3_RR2.5_SL1.5_TE360_CD4_BHnone_BD24,3,2.5,1.5,360,4,all,"[2, 4]",788.78,78878.44,326,37.42,1.65,18.92,0.2858,15
R3_RR2.5_SL2.5_TE360_CD0_BH913_BD24,3,2.5,2.5,360,0,"[8, 10, 11, 12]","[2, 4]",788.02,78801.95,231,41.13,1.73,16.08,0.3928,13
R3_RR2.5_SL1.5_TE0_CD0_BH913_BD24,3,2.5,1.5,0,0,"[8, 10, 11, 12]","[2, 4]",787.41,78741.09,231,40.26,1.92,11.46,0.3869,13
R3_RR2.0_SL2.0_TE360_CD0_BH89_BD24,3,2.0,2.0,360,0,"[10, 11, 12, 13]","[2, 4]",786.18,78618.15,229,46.29,1.64,20.71,0.3675,9
R3_RR3.0_SL2.0_TE210_CD2_BH89_BD24,3,3.0,2.0,210,2,"[10, 11, 12, 13]","[2, 4]",784.06,78406.38,223,41.7,1.67,20.51,0.3939,9
R3_RR2.0_SL2.5_TE0_CD4_BHnone_BD2,3,2.0,2.5,0,4,all,[2],779.33,77933.25,428,40.89,1.47,17.2,0.2277,14
R7_RR3.0_SL2.5_TE120_CD0_BH9_BDnone,7,3.0,2.5,120,0,"[8, 10, 11, 12, 13]",[],778.05,77804.67,470,47.45,1.21,45.51,0.1415,17
R5_RR3.0_SL2.5_TE120_CD2_BH9_BDnone,5,3.0,2.5,120,2,"[8, 10, 11, 12, 13]",[],776.68,77667.74,455,47.91,1.27,37.11,0.1561,15
R7_RR2.0_SL2.5_TE120_CD0_BH913_BDnone,7,2.0,2.5,120,0,"[8, 10, 11, 12]",[],761.41,76140.9,366,50.0,1.41,24.12,0.1584,14
R3_RR3.0_SL2.5_TE0_CD2_BH89_BDnone,3,3.0,2.5,0,2,"[10, 11, 12, 13]",[],759.86,75985.57,364,32.42,1.28,28.85,0.284,14
R3_RR2.0_SL1.5_TE120_CD4_BH9_BD2,3,2.0,1.5,120,4,"[8, 10, 11, 12, 13]",[2],758.26,75825.65,378,44.97,1.53,17.88,0.231,15
V1_BASE,5,2.5,1.5,210,2,all,[],750.54,75054.41,544,34.38,1.33,25.15,0.1676,26
R3_RR2.5_SL1.5_TE0_CD4_BHnone_BD24,3,2.5,1.5,0,4,all,"[2, 4]",743.48,74347.96,326,37.12,1.64,19.25,0.2806,15
R3_RR3.0_SL2.5_TE360_CD0_BH89_BDnone,3,3.0,2.5,360,0,"[10, 11, 12, 13]",[],735.62,73561.62,380,33.68,1.28,30.97,0.2685,15
R3_RR2.5_SL1.5_TE360_CD2_BHnone_BDnone,3,2.5,1.5,360,2,all,[],726.16,72616.23,545,34.13,1.39,19.58,0.1895,27
R3_RR2.5_SL2.5_TE210_CD0_BH913_BD2,3,2.5,2.5,210,0,"[8, 10, 11, 12]",[2],724.56,72456.04,313,44.73,1.68,16.4,0.2869,12
R3_RR2.5_SL2.5_TE360_CD2_BH89_BD24,3,2.5,2.5,360,2,"[10, 11, 12, 13]","[2, 4]",720.93,72092.76,219,41.1,1.57,21.66,0.3914,9
R5_RR2.0_SL2.5_TE120_CD4_BH913_BD2,5,2.0,2.5,120,4,"[8, 10, 11, 12]",[2],717.7,71770.3,294,50.68,1.63,15.51,0.2054,10
R5_RR2.0_SL2.5_TE0_CD2_BHnone_BD24,5,2.0,2.5,0,2,all,"[2, 4]",708.34,70833.88,334,40.72,1.41,28.87,0.2105,11
R3_RR3.0_SL2.0_TE120_CD0_BH89_BD2,3,3.0,2.0,120,0,"[10, 11, 12, 13]",[2],705.08,70508.36,321,46.73,1.49,17.14,0.2679,9
R3_RR2.5_SL2.0_TE120_CD4_BH913_BDnone,3,2.5,2.0,120,4,"[8, 10, 11, 12]",[],698.68,69868.41,353,47.31,1.64,14.22,0.2483,13
R3_RR2.5_SL2.5_TE210_CD0_BHnone_BDnone,3,2.5,2.5,210,0,all,[],695.61,69560.6,573,40.31,1.34,20.05,0.1842,21
R7_RR3.0_SL2.5_TE120_CD2_BH89_BDnone,7,3.0,2.5,120,2,"[10, 11, 12, 13]",[],690.05,69005.34,366,48.91,1.19,46.27,0.1498,10
R3_RR2.0_SL1.5_TE120_CD2_BH9_BD24,3,2.0,1.5,120,2,"[8, 10, 11, 12, 13]","[2, 4]",687.52,68751.76,286,47.55,1.61,23.61,0.2813,11
R3_RR2.0_SL2.0_TE210_CD0_BH913_BD2,3,2.0,2.0,210,0,"[8, 10, 11, 12]",[2],673.18,67318.25,313,44.41,1.63,14.44,0.2711,12
R3_RR2.5_SL2.0_TE210_CD0_BH89_BD24,3,2.5,2.0,210,0,"[10, 11, 12, 13]","[2, 4]",672.4,67239.76,229,43.23,1.65,21.47,0.3569,9
R7_RR2.0_SL2.5_TE0_CD4_BHnone_BD24,7,2.0,2.5,0,4,all,"[2, 4]",666.51,66651.33,315,40.32,1.37,29.89,0.2024,10
R3_RR3.0_SL2.5_TE360_CD2_BHnone_BD2,3,3.0,2.5,360,2,all,[2],647.88,64788.34,454,32.82,1.36,27.28,0.2331,17
R7_RR3.0_SL2.5_TE120_CD0_BHnone_BD24,7,3.0,2.5,120,0,all,"[2, 4]",631.35,63135.22,355,46.48,1.25,39.29,0.1619,13
R3_RR3.0_SL1.5_TE120_CD2_BHnone_BD2,3,3.0,1.5,120,2,all,[2],609.7,60969.97,460,38.7,1.53,15.62,0.2087,20
R3_RR2.5_SL2.5_TE120_CD2_BH9_BD2,3,2.5,2.5,120,2,"[8, 10, 11, 12, 13]",[2],608.09,60809.23,382,49.21,1.46,20.77,0.2163,12
R3_RR2.0_SL2.0_TE120_CD2_BHnone_BD2,3,2.0,2.0,120,2,all,[2],580.61,58060.73,461,45.34,1.35,26.22,0.1822,15
R3_RR2.0_SL2.5_TE360_CD2_BH89_BD24,3,2.0,2.5,360,2,"[10, 11, 12, 13]","[2, 4]",570.78,57078.14,219,45.66,1.6,22.19,0.3452,9
R5_RR2.5_SL2.5_TE120_CD4_BH913_BD24,5,2.5,2.5,120,4,"[8, 10, 11, 12]","[2, 4]",557.5,55750.23,220,51.36,1.59,16.39,0.2363,8
R3_RR2.5_SL2.0_TE120_CD0_BH9_BD24,3,2.5,2.0,120,0,"[8, 10, 11, 12, 13]","[2, 4]",552.26,55226.39,293,47.44,1.52,23.93,0.263,10
R3_RR2.5_SL1.5_TE120_CD0_BH913_BD24,3,2.5,1.5,120,0,"[8, 10, 11, 12]","[2, 4]",539.69,53968.74,231,46.75,1.83,13.39,0.3234,10
R3_RR3.0_SL2.0_TE120_CD0_BHnone_BDnone,3,3.0,2.0,120,0,all,[],535.87,53586.55,573,41.36,1.27,25.32,0.1646,24
R3_RR2.0_SL1.5_TE210_CD2_BH913_BD2,3,2.0,1.5,210,2,"[8, 10, 11, 12]",[2],535.27,53526.9,308,42.53,1.55,18.87,0.2522,15
R3_RR2.0_SL2.5_TE0_CD4_BH9_BD24,3,2.0,2.5,0,4,"[8, 10, 11, 12, 13]","[2, 4]",533.78,53378.26,272,43.01,1.53,17.94,0.2839,10
R3_RR2.0_SL1.5_TE360_CD2_BHnone_BDnone,3,2.0,1.5,360,2,all,[],532.39,53238.68,546,38.64,1.28,33.92,0.1577,19
R3_RR2.0_SL1.5_TE120_CD2_BH913_BD2,3,2.0,1.5,120,2,"[8, 10, 11, 12]",[2],521.1,52109.58,308,46.1,1.55,16.01,0.2439,13
R5_RR3.5_SL2.5_TE120_CD4_BHnone_BDnone,5,3.5,2.5,120,4,all,[],518.41,51840.82,526,45.44,1.21,37.03,0.1456,19
R3_RR3.0_SL2.5_TE360_CD4_BH9_BD24,3,3.0,2.5,360,4,"[8, 10, 11, 12, 13]","[2, 4]",510.9,51090.28,270,35.19,1.44,24.51,0.3106,11
R5_RR3.0_SL2.5_TE210_CD4_BH913_BD24,5,3.0,2.5,210,4,"[8, 10, 11, 12]","[2, 4]",510.01,51000.65,215,42.33,1.52,21.51,0.2655,10
R3_RR2.0_SL2.5_TE210_CD4_BHnone_BD2,3,2.0,2.5,210,4,all,[2],508.37,50837.32,427,43.33,1.38,20.88,0.1934,13
R3_RR2.0_SL1.5_TE0_CD4_BHnone_BD24,3,2.0,1.5,0,4,all,"[2, 4]",496.94,49693.6,327,41.28,1.48,21.83,0.2291,13
R3_RR3.5_SL1.5_TE120_CD0_BHnone_BDnone,3,3.5,1.5,120,0,all,[],493.92,49392.38,573,35.95,1.37,23.75,0.1759,26
R3_RR2.0_SL2.5_TE360_CD2_BHnone_BD24,3,2.0,2.5,360,2,all,"[2, 4]",483.6,48360.12,334,41.92,1.45,19.61,0.2331,11
R3_RR2.0_SL2.5_TE210_CD2_BH89_BDnone,3,2.0,2.5,210,2,"[10, 11, 12, 13]",[],473.96,47395.53,363,44.63,1.31,28.88,0.2063,10
R3_RR3.0_SL2.5_TE360_CD0_BH89_BD24,3,3.0,2.5,360,0,"[10, 11, 12, 13]","[2, 4]",471.45,47145.02,229,36.24,1.43,26.86,0.3389,13
R3_RR2.0_SL2.5_TE210_CD0_BHnone_BD2,3,2.0,2.5,210,0,all,[2],469.78,46978.48,481,42.41,1.3,26.11,0.1754,18
R3_RR3.0_SL2.5_TE120_CD4_BHnone_BD2,3,3.0,2.5,120,4,all,[2],461.8,46179.98,436,46.56,1.36,20.49,0.1851,14
R3_RR2.0_SL2.0_TE120_CD2_BH913_BD24,3,2.0,2.0,120,2,"[8, 10, 11, 12]","[2, 4]",451.11,45111.48,228,51.32,1.68,11.57,0.2943,10
R3_RR3.5_SL2.5_TE360_CD4_BH9_BD24,3,3.5,2.5,360,4,"[8, 10, 11, 12, 13]","[2, 4]",448.38,44838.48,270,32.96,1.46,24.5,0.3101,17
R3_RR2.0_SL2.0_TE120_CD4_BHnone_BDnone,3,2.0,2.0,120,4,all,[],448.35,44834.8,528,44.89,1.26,25.97,0.1507,21
R3_RR3.5_SL2.5_TE120_CD4_BH9_BDnone,3,3.5,2.5,120,4,"[8, 10, 11, 12, 13]",[],443.1,44309.99,442,48.19,1.34,25.1,0.1749,15
R3_RR3.0_SL2.5_TE360_CD4_BH89_BD24,3,3.0,2.5,360,4,"[10, 11, 12, 13]","[2, 4]",442.59,44259.24,212,36.79,1.43,24.53,0.3524,10
R3_RR2.5_SL1.5_TE120_CD2_BHnone_BD24,3,2.5,1.5,120,2,all,"[2, 4]",442.29,44229.16,339,42.18,1.47,22.02,0.2195,15
R3_RR2.0_SL2.0_TE120_CD2_BH89_BD24,3,2.0,2.0,120,2,"[10, 11, 12, 13]","[2, 4]",415.87,41587.1,225,52.0,1.45,25.55,0.2803,10
R3_RR3.5_SL2.5_TE210_CD2_BH9_BD24,3,3.5,2.5,210,2,"[8, 10, 11, 12, 13]","[2, 4]",410.01,41001.48,279,39.78,1.56,20.89,0.2716,12
R3_RR2.0_SL2.5_TE120_CD4_BH89_BD2,3,2.0,2.5,120,4,"[10, 11, 12, 13]",[2],407.92,40792.05,296,52.03,1.46,16.94,0.2207,8
R3_RR2.0_SL1.5_TE0_CD2_BHnone_BD2,3,2.0,1.5,0,2,all,[2],402.8,40280.21,458,38.86,1.32,26.71,0.1663,16
R5_RR3.5_SL2.5_TE0_CD2_BH9_BD24,5,3.5,2.5,0,2,"[8, 10, 11, 12, 13]","[2, 4]",373.23,37323.21,281,28.11,1.24,44.82,0.2652,18
R3_RR3.0_SL1.5_TE120_CD2_BHnone_BDnone,3,3.0,1.5,120,2,all,[],367.88,36787.81,548,36.86,1.32,26.81,0.1583,26
R3_RR2.5_SL2.5_TE360_CD2_BHnone_BD24,3,2.5,2.5,360,2,all,"[2, 4]",367.84,36784.27,334,35.93,1.37,21.44,0.2262,17
R7_RR3.5_SL2.5_TE360_CD0_BHnone_BD2,7,3.5,2.5,360,0,all,[2],365.46,36545.63,481,30.56,1.14,92.44,0.2462,20
R3_RR3.5_SL2.5_TE120_CD0_BH913_BD24,3,3.5,2.5,120,0,"[8, 10, 11, 12]","[2, 4]",355.48,35547.66,231,51.95,1.62,12.99,0.2653,9
R3_RR3.0_SL2.5_TE120_CD2_BH89_BD2,3,3.0,2.5,120,2,"[10, 11, 12, 13]",[2],329.41,32940.95,308,50.65,1.33,24.61,0.2012,9
R3_RR2.5_SL2.5_TE120_CD0_BH9_BDnone,3,2.5,2.5,120,0,"[8, 10, 11, 12, 13]",[],326.08,32607.53,470,47.66,1.27,24.61,0.1464,17
R3_RR3.0_SL2.5_TE360_CD4_BH913_BD24,3,3.0,2.5,360,4,"[8, 10, 11, 12]","[2, 4]",325.97,32596.94,215,35.81,1.42,31.63,0.3157,12
R5_RR3.0_SL2.5_TE120_CD4_BHnone_BDnone,5,3.0,2.5,120,4,all,[],313.32,31331.63,526,45.44,1.16,40.53,0.1286,19
R3_RR2.5_SL2.5_TE210_CD0_BHnone_BD24,3,2.5,2.5,210,0,all,"[2, 4]",299.59,29958.62,355,39.72,1.34,21.35,0.1961,13
R3_RR2.5_SL2.5_TE120_CD0_BH913_BD24,3,2.5,2.5,120,0,"[8, 10, 11, 12]","[2, 4]",299.16,29916.45,231,51.95,1.58,13.71,0.2443,9
R3_RR3.5_SL2.5_TE210_CD0_BH913_BD24,3,3.5,2.5,210,0,"[8, 10, 11, 12]","[2, 4]",298.65,29865.35,231,42.42,1.61,15.49,0.2735,12
R3_RR3.5_SL2.5_TE120_CD0_BH913_BDnone,3,3.5,2.5,120,0,"[8, 10, 11, 12]",[],290.99,29099.31,366,49.18,1.37,20.24,0.1681,14
R3_RR3.5_SL2.5_TE120_CD2_BHnone_BD24,3,3.5,2.5,120,2,all,"[2, 4]",285.56,28556.4,336,47.02,1.33,22.15,0.186,10
R3_RR3.0_SL2.5_TE120_CD4_BH913_BDnone,3,3.0,2.5,120,4,"[8, 10, 11, 12]",[],284.0,28400.3,345,49.57,1.4,17.49,0.1729,12
R3_RR2.5_SL1.5_TE120_CD0_BHnone_BDnone,3,2.5,1.5,120,0,all,[],271.34,27134.14,573,38.05,1.22,28.76,0.1305,26
R3_RR2.0_SL2.5_TE120_CD2_BH89_BDnone,3,2.0,2.5,120,2,"[10, 11, 12, 13]",[],270.42,27041.9,366,50.0,1.25,22.74,0.1554,10
R3_RR2.5_SL2.5_TE120_CD0_BH913_BDnone,3,2.5,2.5,120,0,"[8, 10, 11, 12]",[],270.15,27014.62,366,49.18,1.36,21.33,0.1613,14
R3_RR2.5_SL1.5_TE120_CD2_BHnone_BDnone,3,2.5,1.5,120,2,all,[],266.57,26656.96,548,38.32,1.24,28.82,0.1336,26
R3_RR2.5_SL2.5_TE120_CD0_BH89_BD24,3,2.5,2.5,120,0,"[10, 11, 12, 13]","[2, 4]",255.1,25509.97,229,53.28,1.4,23.7,0.2237,10
R3_RR2.0_SL2.5_TE120_CD0_BHnone_BD2,3,2.0,2.5,120,0,all,[2],251.34,25133.68,481,46.57,1.23,31.26,0.1318,18
R3_RR2.5_SL2.5_TE210_CD4_BH913_BD24,3,2.5,2.5,210,4,"[8, 10, 11, 12]","[2, 4]",245.52,24552.12,215,43.26,1.46,22.9,0.2542,10
R3_RR3.5_SL2.5_TE120_CD0_BH89_BD24,3,3.5,2.5,120,0,"[10, 11, 12, 13]","[2, 4]",245.34,24533.93,229,53.28,1.39,23.68,0.2202,10
R3_RR2.5_SL2.5_TE210_CD2_BHnone_BD24,3,2.5,2.5,210,2,all,"[2, 4]",223.56,22356.0,333,39.34,1.31,19.45,0.1808,12
R3_RR2.0_SL2.5_TE120_CD0_BHnone_BD24,3,2.0,2.5,120,0,all,"[2, 4]",186.06,18605.53,355,47.89,1.25,22.14,0.1418,13
R7_RR3.5_SL2.5_TE120_CD2_BHnone_BDnone,7,3.5,2.5,120,2,all,[],175.2,17519.74,548,44.71,1.07,56.03,0.1286,20
R7_RR3.5_SL1.5_TE120_CD0_BHnone_BDnone,7,3.5,1.5,120,0,all,[],154.99,15499.44,573,35.95,1.14,48.24,0.175,26
R3_RR2.5_SL2.5_TE120_CD0_BHnone_BDnone,3,2.5,2.5,120,0,all,[],123.87,12387.09,573,44.5,1.12,39.05,0.0939,24
R5_RR3.5_SL2.5_TE360_CD2_BHnone_BD24,5,3.5,2.5,360,2,all,"[2, 4]",42.83,4283.11,334,29.64,1.05,92.18,0.1644,19
R7_RR3.0_SL2.5_TE360_CD4_BHnone_BD24,7,3.0,2.5,360,4,all,"[2, 4]",37.99,3799.12,313,31.63,1.03,95.4,0.1761,17
R5_RR3.5_SL2.5_TE0_CD2_BHnone_BD24,5,3.5,2.5,0,2,all,"[2, 4]",-5.74,-574.3,334,25.45,0.99,91.83,0.1439,19
R7_RR3.5_SL2.5_TE0_CD4_BHnone_BD24,7,3.5,2.5,0,4,all,"[2, 4]",-60.63,-6062.64,313,25.56,0.94,97.96,0.1463,19
R7_RR3.5_SL2.5_TE0_CD0_BHnone_BD24,7,3.5,2.5,0,0,all,"[2, 4]",-82.06,-8206.34,355,25.35,0.89,98.68,0.1273,19
